video_name,batch,num_valid_ratings,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10,rating_11,rating_12,rating_13,rating_14,rating_15,rating_16,rating_17,rating_18,rating_19,rating_20,rating_21,rating_22,rating_23,rating_24,rating_25,rating_26,rating_27,rating_28,rating_29,rating_30,rating_31,rating_32,rating_33,rating_34,rating_35,rating_36,rating_37,rating_38,rating_39,rating_40,rating_41,rating_42,rating_43,rating_44,rating_45,rating_46,rating_47,rating_48,rating_49,rating_50,rating_51,rating_52,rating_53,rating_54,rating_55,rating_56,rating_57,rating_58,rating_59,rating_60,rating_61
amt_gaming_vqa_dataset/Kenabridgeofspirits_1_720p_1500k_hevcnvenc,B,44,58.0,31.0,72.0,75.0,67.0,72.0,57.0,2.0,58.0,58.0,52.0,50.0,86.0,62.0,59.0,65.0,0.0,70.0,63.0,86.0,59.0,42.0,47.0,60.0,21.0,70.0,44.0,31.0,55.0,47.0,49.0,88.0,71.0,78.0,67.0,47.0,80.0,42.0,73.0,77.0,66.0,75.0,70.0,57.0,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_1_720p_2500k_h264nvenc,B,44,65.0,31.0,26.0,70.0,66.0,77.0,71.0,69.0,49.0,79.0,72.0,51.0,56.0,82.0,69.0,60.0,68.0,37.0,72.0,67.0,41.0,61.0,42.0,24.0,80.0,79.0,45.0,41.0,50.0,56.0,58.0,69.0,54.0,64.0,55.0,74.0,70.0,28.0,62.0,59.0,82.0,81.0,42.0,100.0,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_1_720p_3000k_av1,B,44,60.0,50.0,70.0,75.0,79.0,93.0,80.0,71.0,54.0,73.0,74.0,67.0,81.0,86.0,69.0,60.0,71.0,96.0,67.0,67.0,44.0,50.0,66.0,88.0,51.0,92.0,50.0,72.0,68.0,73.0,96.0,91.0,83.0,76.0,83.0,85.0,66.0,52.0,90.0,92.0,83.0,83.0,79.0,68.0,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_1_720p_3500k_hevcnvenc,B,44,68.0,72.0,29.0,79.0,68.0,78.0,71.0,5.0,56.0,82.0,50.0,46.0,92.0,75.0,73.0,69.0,0.0,96.0,75.0,57.0,69.0,63.0,37.0,68.0,17.0,62.0,57.0,73.0,79.0,77.0,81.0,77.0,65.0,77.0,92.0,77.0,52.0,27.0,66.0,86.0,76.0,78.0,73.0,94.0,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_1_720p_5000k_h264nvenc,B,42,39.0,30.0,85.0,93.0,79.0,100.0,93.0,61.0,72.0,86.0,93.0,90.0,96.0,69.0,70.0,55.0,92.0,74.0,85.0,64.0,92.0,87.0,77.0,78.0,50.0,85.0,77.0,90.0,92.0,80.0,83.0,90.0,95.0,86.0,78.0,54.0,83.0,87.0,81.0,91.0,80.0,97.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_1_720p_500k_av1,B,44,52.0,51.0,29.0,82.0,11.0,60.0,78.0,63.0,50.0,32.0,50.0,79.0,59.0,13.0,60.0,55.0,51.0,43.0,91.0,64.0,31.0,20.0,9.0,15.0,69.0,23.0,29.0,14.0,20.0,79.0,12.0,72.0,48.0,74.0,66.0,81.0,19.0,24.0,67.0,50.0,74.0,63.0,43.0,40.0,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_1_720p_600k_hevcnvenc,B,44,44.0,52.0,33.0,38.0,16.0,8.0,68.0,0.0,29.0,31.0,49.0,66.0,31.0,26.0,41.0,55.0,0.0,7.0,66.0,60.0,29.0,11.0,18.0,13.0,24.0,4.0,17.0,9.0,8.0,34.0,23.0,58.0,26.0,72.0,31.0,37.0,12.0,25.0,31.0,21.0,79.0,22.0,37.0,45.0,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2,B,41,51.0,92.0,74.0,91.0,72.0,82.0,28.0,37.0,85.0,72.0,70.0,75.0,67.0,50.0,84.0,93.0,73.0,53.0,82.0,84.0,76.0,81.0,73.0,100.0,81.0,92.0,93.0,60.0,46.0,41.0,96.0,89.0,92.0,79.0,65.0,65.0,88.0,93.0,100.0,92.0,68.0,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_1080p_10000k_h264nvenc,B,42,52.0,87.0,72.0,82.0,60.0,94.0,19.0,60.0,74.0,63.0,60.0,48.0,55.0,49.0,78.0,74.0,71.0,61.0,86.0,67.0,62.0,92.0,85.0,96.0,80.0,93.0,81.0,78.0,73.0,86.0,78.0,89.0,88.0,84.0,93.0,80.0,75.0,59.0,77.0,93.0,88.0,70.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_1080p_1500k_av1,B,42,54.0,81.0,83.0,68.0,50.0,90.0,77.0,64.0,86.0,63.0,73.0,64.0,58.0,50.0,70.0,73.0,59.0,48.0,80.0,76.0,56.0,96.0,80.0,67.0,74.0,91.0,43.0,63.0,52.0,60.0,68.0,89.0,72.0,69.0,70.0,68.0,76.0,58.0,54.0,70.0,60.0,70.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_1080p_2000k_hevcnvenc,B,41,88.0,63.0,65.0,70.0,88.0,15.0,61.0,73.0,65.0,51.0,67.0,84.0,51.0,33.0,90.0,70.0,67.0,81.0,73.0,66.0,89.0,61.0,91.0,88.0,91.0,62.0,69.0,73.0,63.0,68.0,89.0,36.0,75.0,71.0,74.0,77.0,43.0,51.0,93.0,60.0,69.0,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_1080p_2300k_h264nvenc,B,42,60.0,40.0,27.0,60.0,55.0,88.0,21.0,62.0,39.0,70.0,0.0,47.0,52.0,49.0,29.0,70.0,59.0,26.0,50.0,56.0,46.0,87.0,36.0,31.0,90.0,72.0,23.0,31.0,80.0,65.0,41.0,31.0,37.0,69.0,46.0,64.0,55.0,35.0,54.0,56.0,50.0,68.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_1080p_5000k_av1,B,42,70.0,95.0,81.0,65.0,70.0,94.0,70.0,64.0,79.0,81.0,71.0,64.0,59.0,72.0,94.0,83.0,71.0,40.0,93.0,74.0,62.0,89.0,63.0,89.0,67.0,90.0,81.0,59.0,77.0,72.0,74.0,94.0,78.0,76.0,58.0,83.0,50.0,94.0,85.0,66.0,90.0,72.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_1080p_500k_av1,B,42,55.0,32.0,7.0,16.0,29.0,75.0,31.0,65.0,29.0,62.0,29.0,36.0,64.0,49.0,18.0,69.0,44.0,17.0,51.0,27.0,32.0,87.0,21.0,10.0,75.0,44.0,12.0,40.0,68.0,46.0,22.0,24.0,22.0,43.0,59.0,35.0,62.0,47.0,10.0,0.0,50.0,50.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_1080p_5300k_h264nvenc,B,41,62.0,88.0,78.0,69.0,59.0,89.0,72.0,62.0,71.0,84.0,71.0,74.0,72.0,63.0,86.0,71.0,46.0,83.0,71.0,60.0,87.0,92.0,91.0,75.0,91.0,68.0,69.0,72.0,72.0,59.0,63.0,70.0,67.0,78.0,84.0,61.0,90.0,57.0,62.0,78.0,71.0,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_1080p_6000k_hevcnvenc,B,42,54.0,96.0,71.0,88.0,71.0,89.0,72.0,61.0,72.0,82.0,58.0,67.0,60.0,51.0,68.0,84.0,70.0,40.0,86.0,82.0,71.0,89.0,85.0,93.0,76.0,91.0,74.0,73.0,77.0,64.0,77.0,87.0,87.0,90.0,66.0,77.0,74.0,32.0,91.0,75.0,84.0,71.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_1080p_800k_hevcnvenc,B,42,58.0,30.0,33.0,39.0,0.0,97.0,72.0,63.0,27.0,8.0,0.0,64.0,62.0,50.0,22.0,74.0,48.0,23.0,34.0,5.0,44.0,88.0,41.0,50.0,78.0,54.0,21.0,39.0,45.0,35.0,18.0,27.0,30.0,34.0,48.0,45.0,64.0,2.0,37.0,0.0,26.0,50.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_2160p_10000k_av1,B,42,79.0,93.0,77.0,61.0,59.0,87.0,72.0,51.0,85.0,53.0,69.0,67.0,58.0,72.0,89.0,82.0,72.0,21.0,90.0,74.0,72.0,88.0,94.0,59.0,75.0,91.0,94.0,70.0,69.0,46.0,87.0,100.0,85.0,78.0,69.0,57.0,56.0,88.0,90.0,97.0,94.0,69.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_2160p_10000k_hevcnvenc,B,40,63.0,70.0,83.0,86.0,77.0,10.0,63.0,85.0,75.0,69.0,66.0,59.0,73.0,68.0,72.0,71.0,55.0,85.0,68.0,69.0,87.0,69.0,90.0,76.0,57.0,72.0,63.0,34.0,60.0,78.0,90.0,68.0,82.0,67.0,61.0,69.0,68.0,86.0,89.0,70.0,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_2160p_1000k_av1,B,42,54.0,41.0,35.0,46.0,60.0,82.0,50.0,56.0,40.0,60.0,30.0,40.0,53.0,73.0,30.0,76.0,51.0,14.0,50.0,58.0,57.0,82.0,43.0,44.0,68.0,90.0,22.0,70.0,54.0,45.0,82.0,79.0,60.0,77.0,69.0,41.0,74.0,39.0,69.0,50.0,54.0,70.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_2160p_1500k_hevcnvenc,B,42,55.0,31.0,33.0,20.0,0.0,93.0,32.0,57.0,29.0,3.0,29.0,67.0,64.0,77.0,10.0,84.0,1.0,36.0,51.0,37.0,46.0,87.0,14.0,30.0,77.0,56.0,32.0,49.0,32.0,45.0,22.0,30.0,36.0,41.0,65.0,33.0,61.0,40.0,31.0,9.0,38.0,49.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_2160p_25000k_h264nvenc,B,41,57.0,87.0,81.0,85.0,78.0,75.0,29.0,63.0,65.0,100.0,68.0,52.0,44.0,73.0,87.0,69.0,72.0,50.0,92.0,80.0,75.0,90.0,98.0,100.0,73.0,89.0,78.0,32.0,80.0,73.0,79.0,77.0,80.0,73.0,71.0,67.0,46.0,86.0,74.0,78.0,70.0,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_2160p_5000k_av1,B,42,55.0,64.0,71.0,80.0,50.0,89.0,50.0,63.0,85.0,87.0,59.0,68.0,50.0,49.0,71.0,76.0,59.0,20.0,80.0,54.0,88.0,50.0,82.0,91.0,80.0,70.0,77.0,78.0,79.0,59.0,92.0,71.0,86.0,83.0,59.0,76.0,65.0,73.0,61.0,93.0,68.0,69.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_2160p_5000k_h264nvenc,B,42,65.0,20.0,5.0,62.0,22.0,90.0,73.0,46.0,10.0,32.0,50.0,51.0,50.0,72.0,8.0,71.0,60.0,25.0,88.0,26.0,49.0,86.0,17.0,17.0,76.0,16.0,36.0,59.0,15.0,31.0,18.0,20.0,23.0,44.0,66.0,69.0,59.0,54.0,40.0,29.0,32.0,49.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_2160p_6000k_hevcnvenc,B,41,65.0,79.0,80.0,91.0,74.0,85.0,69.0,64.0,85.0,90.0,60.0,47.0,58.0,50.0,80.0,79.0,72.0,32.0,87.0,64.0,67.0,90.0,84.0,79.0,78.0,91.0,74.0,80.0,65.0,70.0,90.0,84.0,74.0,91.0,50.0,68.0,83.0,74.0,98.0,93.0,69.0,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_2160p_8500k_h264nvenc,B,42,61.0,78.0,63.0,70.0,60.0,85.0,31.0,56.0,64.0,100.0,51.0,61.0,58.0,73.0,60.0,70.0,71.0,69.0,89.0,68.0,66.0,78.0,56.0,61.0,74.0,92.0,71.0,59.0,71.0,50.0,71.0,45.0,79.0,66.0,69.0,51.0,67.0,73.0,64.0,64.0,71.0,69.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_480p_1000k_av1,B,42,56.0,40.0,68.0,60.0,29.0,89.0,29.0,58.0,27.0,77.0,49.0,46.0,54.0,71.0,33.0,66.0,60.0,28.0,78.0,45.0,49.0,87.0,33.0,56.0,68.0,90.0,44.0,41.0,54.0,41.0,50.0,65.0,29.0,62.0,61.0,50.0,44.0,43.0,32.0,70.0,64.0,50.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_480p_1000k_h264nvenc,B,42,57.0,21.0,37.0,27.0,9.0,87.0,22.0,58.0,17.0,35.0,59.0,48.0,56.0,49.0,28.0,89.0,30.0,26.0,39.0,40.0,48.0,77.0,19.0,11.0,79.0,56.0,37.0,41.0,69.0,50.0,31.0,33.0,33.0,26.0,46.0,40.0,64.0,31.0,17.0,0.0,31.0,51.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_480p_800k_hevcnvenc,B,42,60.0,31.0,62.0,39.0,29.0,87.0,27.0,58.0,28.0,52.0,29.0,47.0,57.0,48.0,61.0,80.0,51.0,13.0,50.0,17.0,52.0,87.0,48.0,46.0,81.0,62.0,29.0,59.0,69.0,50.0,31.0,36.0,28.0,55.0,71.0,54.0,53.0,40.0,32.0,51.0,36.0,49.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_720p_1000k_h264nvenc,B,42,60.0,0.0,13.0,13.0,0.0,88.0,11.0,62.0,0.0,10.0,48.0,30.0,56.0,50.0,10.0,92.0,50.0,26.0,40.0,36.0,33.0,50.0,6.0,7.0,73.0,18.0,15.0,25.0,22.0,39.0,22.0,11.0,31.0,17.0,28.0,36.0,57.0,29.0,22.0,0.0,33.0,49.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_720p_1300k_av1,B,42,53.0,60.0,74.0,68.0,59.0,82.0,72.0,56.0,73.0,58.0,59.0,38.0,56.0,47.0,28.0,91.0,71.0,53.0,76.0,43.0,56.0,88.0,58.0,90.0,69.0,92.0,56.0,70.0,59.0,65.0,40.0,93.0,58.0,73.0,70.0,77.0,65.0,54.0,46.0,69.0,69.0,70.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_720p_1500k_hevcnvenc,B,42,58.0,50.0,71.0,64.0,72.0,99.0,74.0,65.0,66.0,73.0,53.0,55.0,55.0,50.0,50.0,66.0,71.0,48.0,79.0,48.0,53.0,91.0,39.0,74.0,64.0,91.0,78.0,60.0,81.0,60.0,87.0,92.0,53.0,79.0,70.0,69.0,61.0,47.0,56.0,59.0,59.0,71.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_720p_2500k_h264nvenc,B,41,61.0,36.0,80.0,59.0,71.0,91.0,17.0,64.0,82.0,50.0,50.0,43.0,60.0,51.0,44.0,89.0,56.0,36.0,73.0,58.0,51.0,89.0,45.0,49.0,67.0,72.0,44.0,49.0,82.0,76.0,41.0,76.0,65.0,36.0,69.0,55.0,62.0,49.0,64.0,50.0,69.0,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_720p_3000k_av1,B,41,72.0,92.0,62.0,84.0,13.0,84.0,28.0,73.0,71.0,100.0,50.0,48.0,60.0,70.0,48.0,89.0,23.0,88.0,70.0,57.0,89.0,69.0,89.0,75.0,57.0,64.0,71.0,88.0,68.0,82.0,76.0,74.0,84.0,70.0,64.0,72.0,86.0,70.0,67.0,78.0,69.0,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_720p_3500k_hevcnvenc,B,42,52.0,59.0,72.0,88.0,70.0,81.0,27.0,61.0,80.0,79.0,51.0,34.0,57.0,49.0,84.0,79.0,71.0,34.0,91.0,50.0,59.0,88.0,74.0,78.0,79.0,90.0,50.0,64.0,78.0,67.0,73.0,43.0,85.0,79.0,54.0,44.0,72.0,87.0,65.0,92.0,86.0,73.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_720p_5000k_h264nvenc,B,40,66.0,79.0,34.0,89.0,53.0,88.0,49.0,68.0,83.0,68.0,51.0,74.0,72.0,72.0,52.0,85.0,71.0,69.0,79.0,59.0,60.0,89.0,83.0,77.0,55.0,68.0,59.0,69.0,82.0,78.0,92.0,87.0,81.0,70.0,74.0,58.0,55.0,80.0,69.0,70.0,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_720p_500k_av1,B,42,61.0,26.0,15.0,40.0,0.0,88.0,50.0,63.0,8.0,43.0,30.0,44.0,62.0,50.0,27.0,95.0,29.0,40.0,35.0,9.0,29.0,88.0,28.0,48.0,64.0,56.0,19.0,38.0,71.0,41.0,22.0,19.0,38.0,34.0,62.0,27.0,65.0,21.0,8.0,51.0,22.0,49.0,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Kenabridgeofspirits_2_720p_600k_hevcnvenc,B,41,63.0,32.0,37.0,33.0,9.0,92.0,72.0,59.0,21.0,27.0,45.0,52.0,50.0,61.0,94.0,7.0,27.0,69.0,37.0,31.0,87.0,3.0,40.0,76.0,90.0,19.0,50.0,32.0,40.0,31.0,26.0,15.0,39.0,29.0,41.0,66.0,58.0,20.0,9.0,10.0,49.0,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/KrQ4bNQlPk8_GuildWars_1-00,F,38,45.0,53.0,50.0,35.0,74.0,92.0,19.0,50.0,40.0,29.0,30.0,69.0,30.0,64.0,55.0,31.0,28.0,83.0,25.0,35.0,47.0,84.0,29.0,71.0,55.0,32.0,52.0,59.0,50.0,31.0,44.0,50.0,67.0,42.0,59.0,55.0,65.0,50.0,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/KrQ4bNQlPk8_GuildWars_1-00_720p_1000k_h264_nvenc,F,38,52.0,41.0,29.0,45.0,23.0,71.0,34.0,51.0,9.0,9.0,27.0,40.0,15.0,95.0,64.0,35.0,22.0,72.0,23.0,26.0,23.0,49.0,19.0,36.0,24.0,15.0,17.0,43.0,68.0,11.0,21.0,22.0,71.0,15.0,18.0,42.0,70.0,36.0,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/KrQ4bNQlPk8_GuildWars_1-00_720p_1300k_av1,F,38,47.0,44.0,50.0,46.0,78.0,92.0,60.0,29.0,44.0,30.0,33.0,41.0,21.0,49.0,55.0,46.0,74.0,97.0,14.0,12.0,35.0,69.0,49.0,74.0,5.0,9.0,60.0,50.0,49.0,26.0,29.0,68.0,50.0,21.0,29.0,44.0,78.0,28.0,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/KrQ4bNQlPk8_GuildWars_1-00_720p_1500k_hevc_nvenc,F,37,54.0,68.0,50.0,42.0,59.0,50.0,49.0,50.0,41.0,9.0,32.0,50.0,21.0,80.0,51.0,24.0,42.0,74.0,27.0,19.0,21.0,50.0,48.0,85.0,52.0,26.0,42.0,73.0,54.0,38.0,65.0,54.0,13.0,20.0,37.0,62.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/KrQ4bNQlPk8_GuildWars_1-00_720p_2500k_h264_nvenc,F,38,64.0,59.0,49.0,52.0,69.0,93.0,64.0,49.0,49.0,29.0,42.0,60.0,32.0,84.0,73.0,39.0,19.0,97.0,27.0,9.0,16.0,60.0,48.0,48.0,39.0,27.0,44.0,87.0,81.0,39.0,29.0,67.0,75.0,35.0,31.0,47.0,68.0,59.0,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/KrQ4bNQlPk8_GuildWars_1-00_720p_3000k_av1,F,38,41.0,72.0,30.0,63.0,93.0,87.0,71.0,29.0,33.0,30.0,58.0,69.0,15.0,90.0,100.0,40.0,75.0,97.0,23.0,22.0,41.0,70.0,48.0,25.0,66.0,26.0,42.0,58.0,82.0,39.0,40.0,74.0,65.0,48.0,34.0,41.0,73.0,48.0,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/KrQ4bNQlPk8_GuildWars_1-00_720p_3500k_hevc_nvenc,F,38,57.0,77.0,50.0,71.0,50.0,94.0,33.0,30.0,41.0,30.0,53.0,69.0,21.0,59.0,86.0,33.0,11.0,77.0,19.0,33.0,34.0,87.0,46.0,50.0,52.0,48.0,54.0,23.0,61.0,35.0,41.0,44.0,63.0,36.0,60.0,63.0,38.0,51.0,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/KrQ4bNQlPk8_GuildWars_1-00_720p_5000k_h264_nvenc,F,38,84.0,75.0,49.0,67.0,50.0,92.0,66.0,30.0,28.0,41.0,46.0,65.0,29.0,68.0,85.0,59.0,25.0,98.0,34.0,31.0,14.0,70.0,11.0,74.0,58.0,43.0,44.0,64.0,59.0,45.0,69.0,49.0,71.0,25.0,38.0,47.0,59.0,15.0,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/KrQ4bNQlPk8_GuildWars_1-00_720p_500k_av1,F,38,45.0,37.0,29.0,29.0,50.0,91.0,40.0,28.0,29.0,8.0,56.0,35.0,21.0,44.0,64.0,22.0,16.0,97.0,26.0,21.0,23.0,37.0,24.0,18.0,3.0,26.0,20.0,12.0,70.0,20.0,28.0,17.0,58.0,21.0,30.0,59.0,54.0,58.0,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/KrQ4bNQlPk8_GuildWars_1-00_720p_600k_hevc_nvenc,F,38,56.0,59.0,29.0,29.0,31.0,66.0,18.0,21.0,9.0,10.0,32.0,31.0,13.0,94.0,36.0,6.0,27.0,83.0,5.0,24.0,8.0,37.0,27.0,50.0,34.0,16.0,29.0,7.0,60.0,36.0,22.0,8.0,75.0,24.0,12.0,46.0,40.0,51.0,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Ks0QFfm6pSk_SubwaySurfers_0-00,J,36,100.0,75.0,72.0,91.0,89.0,54.0,71.0,67.0,82.0,92.0,100.0,88.0,100.0,81.0,71.0,87.0,72.0,100.0,81.0,78.0,73.0,85.0,41.0,70.0,100.0,44.0,91.0,100.0,71.0,82.0,92.0,99.0,100.0,87.0,68.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Ks0QFfm6pSk_SubwaySurfers_0-00_1080p_10000k_h264_nvenc,J,37,60.0,100.0,71.0,73.0,78.0,93.0,41.0,63.0,61.0,98.0,87.0,96.0,87.0,100.0,68.0,72.0,78.0,59.0,64.0,60.0,74.0,87.0,52.0,84.0,100.0,72.0,98.0,83.0,83.0,94.0,96.0,78.0,75.0,78.0,94.0,72.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Ks0QFfm6pSk_SubwaySurfers_0-00_1080p_1500k_av1,J,38,69.0,100.0,62.0,98.0,73.0,51.0,82.0,71.0,97.0,87.0,92.0,87.0,89.0,63.0,74.0,92.0,60.0,100.0,71.0,68.0,86.0,64.0,87.0,88.0,72.0,67.0,100.0,58.0,91.0,100.0,72.0,82.0,79.0,100.0,58.0,100.0,77.0,83.0,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Ks0QFfm6pSk_SubwaySurfers_0-00_1080p_2000k_hevc_nvenc,J,37,65.0,70.0,68.0,72.0,89.0,100.0,46.0,59.0,62.0,97.0,77.0,62.0,78.0,100.0,52.0,72.0,86.0,66.0,72.0,56.0,87.0,83.0,78.0,69.0,84.0,76.0,99.0,69.0,88.0,100.0,79.0,92.0,71.0,97.0,94.0,59.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Ks0QFfm6pSk_SubwaySurfers_0-00_1080p_2300k_h264_nvenc,J,39,22.0,0.0,22.0,48.0,30.0,0.0,28.0,50.0,47.0,98.0,41.0,15.0,32.0,0.0,10.0,28.0,59.0,60.0,38.0,53.0,50.0,27.0,72.0,55.0,50.0,73.0,18.0,26.0,73.0,50.0,0.0,6.0,89.0,23.0,0.0,33.0,31.0,41.0,36.0,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Ks0QFfm6pSk_SubwaySurfers_0-00_1080p_5000k_av1,J,39,64.0,100.0,80.0,75.0,89.0,100.0,65.0,59.0,68.0,98.0,96.0,98.0,88.0,100.0,77.0,71.0,93.0,61.0,97.0,78.0,75.0,93.0,80.0,86.0,88.0,96.0,78.0,100.0,65.0,79.0,100.0,76.0,89.0,79.0,78.0,90.0,86.0,76.0,87.0,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Ks0QFfm6pSk_SubwaySurfers_0-00_1080p_500k_av1,J,39,68.0,91.0,59.0,59.0,77.0,79.0,41.0,71.0,66.0,98.0,68.0,59.0,78.0,82.0,57.0,71.0,87.0,41.0,63.0,70.0,55.0,50.0,75.0,82.0,88.0,88.0,70.0,100.0,62.0,84.0,100.0,29.0,86.0,71.0,100.0,78.0,76.0,61.0,74.0,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Ks0QFfm6pSk_SubwaySurfers_0-00_1080p_5300k_h264_nvenc,J,38,67.0,100.0,66.0,72.0,81.0,88.0,37.0,77.0,55.0,98.0,71.0,58.0,78.0,100.0,45.0,72.0,78.0,49.0,88.0,60.0,76.0,59.0,70.0,79.0,89.0,73.0,100.0,73.0,87.0,81.0,73.0,88.0,73.0,100.0,91.0,92.0,87.0,69.0,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Ks0QFfm6pSk_SubwaySurfers_0-00_1080p_6000k_hevc_nvenc,J,37,73.0,100.0,56.0,73.0,98.0,100.0,51.0,78.0,71.0,98.0,92.0,88.0,88.0,100.0,46.0,53.0,86.0,100.0,50.0,72.0,94.0,70.0,87.0,76.0,94.0,72.0,100.0,44.0,88.0,86.0,78.0,90.0,72.0,85.0,97.0,70.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,
amt_gaming_vqa_dataset/Ks0QFfm6pSk_SubwaySurfers_0-00_1080p_800k_hevc_nvenc,J,37,65.0,100.0,24.0,50.0,78.0,89.0,40.0,50.0,53.0,97.0,69.0,33.0,69.0,91.0,43.0,71.0,86.0,77.0,61.0,74.0,63.0,84.0,64.0,72.0,73.0,72.0,100.0,66.0,61.0,89.0,74.0,90.0,72.0,70.0,73.0,85.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,
