video_name,most_common_clarity,most_common_artifacts,most_common_immersion,highly_clear_count,moderately_clear_count,minimally_clear_count,no_artifacts_count,minor_artifacts_count,severe_artifacts_count,high_immersion_count,moderate_immersion_count,low_immersion_count,batch
amt_gaming_vqa_dataset/GrandtheftautoV_1_2160p_6000k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,12,17,2,12,16,3,12,16,3,A
amt_gaming_vqa_dataset/GrandtheftautoV_1_2160p_8500k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,16,5,7,16,7,10,13,7,A
amt_gaming_vqa_dataset/GrandtheftautoV_1_480p_1000k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,13,16,5,11,17,5,9,19,A
amt_gaming_vqa_dataset/GrandtheftautoV_1_480p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,9,22,2,6,24,2,8,22,A
amt_gaming_vqa_dataset/GrandtheftautoV_1_480p_800k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,10,19,2,11,20,5,9,19,A
amt_gaming_vqa_dataset/GrandtheftautoV_1_720p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,4,26,4,2,27,3,6,24,A
amt_gaming_vqa_dataset/GrandtheftautoV_1_720p_1300k_av1,Highly Clear,No visible artifacts,High level of immersion,12,12,9,12,11,10,12,12,9,A
amt_gaming_vqa_dataset/GrandtheftautoV_1_720p_1500k_hevcnvenc,Minimally Clear,Minor Artifacts Present,Low level of immersion,3,14,16,4,15,14,5,13,15,A
amt_gaming_vqa_dataset/GrandtheftautoV_1_720p_2500k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,1,22,10,7,16,10,5,19,9,A
amt_gaming_vqa_dataset/GrandtheftautoV_1_720p_3000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,15,17,1,15,17,1,16,17,0,A
amt_gaming_vqa_dataset/GrandtheftautoV_1_720p_3500k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,18,11,4,17,12,4,17,12,4,A
amt_gaming_vqa_dataset/GrandtheftautoV_1_720p_5000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,15,14,4,16,14,3,18,12,3,A
amt_gaming_vqa_dataset/GrandtheftautoV_1_720p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,9,20,4,9,20,6,8,19,A
amt_gaming_vqa_dataset/GrandtheftautoV_1_720p_600k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,10,23,1,7,25,3,5,25,A
amt_gaming_vqa_dataset/GrandtheftautoV_2,Highly Clear,No visible artifacts,High level of immersion,31,11,1,27,9,7,28,10,5,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_1080p_10000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,24,19,0,24,16,3,27,16,0,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_1080p_1500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,10,21,13,6,22,16,8,20,16,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_1080p_2000k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Low level of immersion,3,22,18,4,20,19,4,19,20,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_1080p_2300k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,10,31,4,9,31,5,8,31,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,25,17,1,27,15,1,26,16,1,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_1080p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,12,30,5,8,31,3,12,29,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_1080p_5300k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,29,4,10,30,4,8,30,6,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_1080p_6000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,21,19,4,20,17,7,21,17,6,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_1080p_800k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,7,35,3,6,35,2,4,38,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_2160p_10000k_av1,Highly Clear,Minor Artifacts Present,High level of immersion,22,20,1,18,23,2,23,17,3,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_2160p_10000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,18,16,5,21,14,4,20,13,6,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_2160p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,6,23,15,6,20,18,5,21,18,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_2160p_1500k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,15,20,5,15,19,4,14,21,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_2160p_25000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,32,8,2,27,12,3,30,8,4,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_2160p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,22,20,2,20,20,4,20,18,6,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_2160p_5000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,6,12,21,6,11,22,5,11,23,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_2160p_6000k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,17,18,4,16,20,3,16,18,5,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_2160p_8500k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,23,11,7,21,14,11,21,10,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_480p_1000k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,19,21,4,15,24,4,15,24,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_480p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,8,34,3,7,34,4,5,35,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_480p_800k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,6,35,2,8,34,2,6,36,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_720p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,5,35,5,4,34,4,3,36,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_720p_1300k_av1,Moderately Clear,Severe Artifacts Present,Low level of immersion,5,22,17,5,19,20,5,19,20,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_720p_1500k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,18,23,3,16,25,2,17,25,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_720p_2500k_h264nvenc,Moderately Clear,Minor Artifacts Present,Low level of immersion,5,24,15,6,21,17,6,19,19,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_720p_3000k_av1,Moderately Clear,Minor Artifacts Present,High level of immersion,20,21,3,19,20,5,20,19,5,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_720p_3500k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,13,26,5,13,23,8,13,25,6,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_720p_5000k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,15,26,3,13,26,5,14,25,5,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_720p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,8,32,3,10,31,3,6,35,B
amt_gaming_vqa_dataset/GrandtheftautoV_2_720p_600k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,5,37,3,5,36,3,3,38,B
amt_gaming_vqa_dataset/Gzm8h8Y48E8_Myst_29-14,Highly Clear,Minor Artifacts Present,High level of immersion,19,16,0,17,17,1,19,16,0,D
amt_gaming_vqa_dataset/Gzm8h8Y48E8_Myst_29-14_1080p_10000k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,24,8,2,21,11,2,23,10,1,D
amt_gaming_vqa_dataset/Gzm8h8Y48E8_Myst_29-14_1080p_1500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,14,21,0,12,23,0,12,23,0,D
amt_gaming_vqa_dataset/Gzm8h8Y48E8_Myst_29-14_1080p_2000k_hevc_nvenc,Highly Clear,Minor Artifacts Present,High level of immersion,16,16,3,14,19,2,16,16,3,D
amt_gaming_vqa_dataset/Gzm8h8Y48E8_Myst_29-14_1080p_2300k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,2,19,14,3,17,15,3,17,15,D
amt_gaming_vqa_dataset/Gzm8h8Y48E8_Myst_29-14_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,24,8,2,20,13,1,25,8,1,D
amt_gaming_vqa_dataset/Gzm8h8Y48E8_Myst_29-14_1080p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,15,17,3,13,19,3,14,18,D
amt_gaming_vqa_dataset/Gzm8h8Y48E8_Myst_29-14_1080p_5300k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,19,14,1,17,15,2,18,15,1,D
amt_gaming_vqa_dataset/Gzm8h8Y48E8_Myst_29-14_1080p_6000k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,20,14,1,21,13,1,22,13,0,D
amt_gaming_vqa_dataset/Gzm8h8Y48E8_Myst_29-14_1080p_800k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,5,12,18,1,15,19,3,14,18,D
amt_gaming_vqa_dataset/Gzm8h8Y48E8_Myst_31-12,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,18,3,10,17,5,9,18,5,J
amt_gaming_vqa_dataset/Gzm8h8Y48E8_Myst_31-12_1080p_10000k_h264_nvenc,Highly Clear,Minor Artifacts Present,Moderate level of immersion,20,16,0,17,18,1,18,18,0,J
amt_gaming_vqa_dataset/Gzm8h8Y48E8_Myst_31-12_1080p_1500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,25,3,9,29,1,9,28,2,J
amt_gaming_vqa_dataset/Gzm8h8Y48E8_Myst_31-12_1080p_2000k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,6,20,13,3,23,13,4,22,13,J
amt_gaming_vqa_dataset/Gzm8h8Y48E8_Myst_31-12_1080p_2300k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,10,26,1,10,27,0,12,26,J
amt_gaming_vqa_dataset/Gzm8h8Y48E8_Myst_31-12_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,21,18,0,20,19,0,20,18,1,J
amt_gaming_vqa_dataset/Gzm8h8Y48E8_Myst_31-12_1080p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,16,22,2,14,23,2,13,24,J
amt_gaming_vqa_dataset/Gzm8h8Y48E8_Myst_31-12_1080p_5300k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,21,7,4,25,8,10,20,7,J
amt_gaming_vqa_dataset/Gzm8h8Y48E8_Myst_31-12_1080p_6000k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,13,23,2,13,22,3,14,20,4,J
amt_gaming_vqa_dataset/Gzm8h8Y48E8_Myst_31-12_1080p_800k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,8,30,2,5,32,1,8,30,J
amt_gaming_vqa_dataset/HBsmPxVekbc_MarioKartTour_9-18,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,3,39,2,4,37,2,5,36,E
amt_gaming_vqa_dataset/HQ09AuCkD40_TheSims3_6-58,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,6,20,7,9,18,6,6,20,7,I
amt_gaming_vqa_dataset/HQ09AuCkD40_TheSims3_6-58_720p_1000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,4,23,7,4,23,7,2,22,10,I
amt_gaming_vqa_dataset/HQ09AuCkD40_TheSims3_6-58_720p_1300k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,21,6,5,25,4,7,22,5,I
amt_gaming_vqa_dataset/HQ09AuCkD40_TheSims3_6-58_720p_1500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,6,21,7,5,22,7,4,19,11,I
amt_gaming_vqa_dataset/HQ09AuCkD40_TheSims3_6-58_720p_2500k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,5,22,7,7,21,6,6,22,6,I
amt_gaming_vqa_dataset/HQ09AuCkD40_TheSims3_6-58_720p_3000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,21,6,6,22,6,6,23,5,I
amt_gaming_vqa_dataset/HQ09AuCkD40_TheSims3_6-58_720p_3500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,19,8,5,22,7,7,16,11,I
amt_gaming_vqa_dataset/HQ09AuCkD40_TheSims3_6-58_720p_5000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,19,7,8,18,8,8,16,10,I
amt_gaming_vqa_dataset/HQ09AuCkD40_TheSims3_6-58_720p_500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,13,12,4,19,11,6,15,13,I
amt_gaming_vqa_dataset/HQ09AuCkD40_TheSims3_6-58_720p_600k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,3,16,15,7,14,13,4,16,14,I
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions,Highly Clear,No visible artifacts,High level of immersion,25,14,2,25,12,4,24,14,3,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_10000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,23,14,3,25,12,3,25,12,3,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_1500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,13,21,7,16,17,8,15,16,10,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_2000k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,12,21,7,12,21,7,15,18,7,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_2300k_h264nvenc,Minimally Clear,Minor Artifacts Present,Low level of immersion,4,18,18,1,21,18,4,16,20,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,22,15,4,21,18,2,25,11,5,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_500k_av1,Minimally Clear,Minor Artifacts Present,Low level of immersion,3,18,20,3,22,16,2,17,22,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_5300k_h264nvenc,Moderately Clear,Minor Artifacts Present,High level of immersion,17,23,0,15,23,2,20,18,2,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_6000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,20,18,2,21,16,3,20,17,3,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_800k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,9,31,4,8,29,4,10,27,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_10000k_av1,Highly Clear,No visible artifacts,High level of immersion,27,10,4,24,13,4,25,11,5,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_10000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,23,11,4,25,10,3,23,12,3,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,3,23,14,4,21,15,3,22,15,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_1500k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,14,22,3,15,21,3,14,22,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_25000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,24,12,4,21,15,4,25,11,4,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,20,18,2,19,16,5,20,12,8,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_5000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,12,26,2,11,28,5,5,31,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_6000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,19,13,7,17,17,5,17,14,8,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_8500k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,25,7,11,26,3,8,28,4,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_480p_1000k_av1,Moderately Clear,Minor Artifacts Present,Low level of immersion,6,18,17,5,23,13,7,17,17,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_480p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,7,31,3,11,27,4,10,27,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_480p_800k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,18,22,5,18,18,5,14,22,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,9,29,4,12,24,2,12,26,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_1300k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,26,7,11,25,5,12,23,6,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_1500k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,6,29,6,10,27,4,9,26,6,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_2500k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,27,6,8,27,6,8,28,5,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_3000k_av1,Moderately Clear,Minor Artifacts Present,High level of immersion,16,22,3,16,21,4,19,16,6,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_3500k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,16,21,4,17,21,3,17,19,5,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_5000k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,15,22,4,14,23,4,18,19,4,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,18,21,3,16,22,4,15,22,B
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_600k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,15,26,2,16,23,4,11,26,B
amt_gaming_vqa_dataset/HiLctOW-3bU_CitiesSkylines_18-02,Highly Clear,No visible artifacts,High level of immersion,19,14,5,18,14,6,18,11,9,F
amt_gaming_vqa_dataset/HiLctOW-3bU_CitiesSkylines_18-02_720p_1000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,21,8,8,19,9,8,17,11,F
amt_gaming_vqa_dataset/HiLctOW-3bU_CitiesSkylines_18-02_720p_1300k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,21,6,9,21,8,10,19,9,F
amt_gaming_vqa_dataset/HiLctOW-3bU_CitiesSkylines_18-02_720p_1500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,10,23,5,10,21,7,11,20,7,F
amt_gaming_vqa_dataset/HiLctOW-3bU_CitiesSkylines_18-02_720p_2500k_h264_nvenc,Moderately Clear,No visible artifacts,Moderate level of immersion,14,19,4,15,15,7,13,17,7,F
amt_gaming_vqa_dataset/HiLctOW-3bU_CitiesSkylines_18-02_720p_3000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,14,21,3,16,17,5,16,17,5,F
amt_gaming_vqa_dataset/HiLctOW-3bU_CitiesSkylines_18-02_720p_3500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,High level of immersion,14,18,6,15,18,5,16,16,6,F
amt_gaming_vqa_dataset/HiLctOW-3bU_CitiesSkylines_18-02_720p_5000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,12,20,5,9,21,7,9,20,8,F
amt_gaming_vqa_dataset/HiLctOW-3bU_CitiesSkylines_18-02_720p_500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,23,7,6,24,8,7,23,8,F
amt_gaming_vqa_dataset/HiLctOW-3bU_CitiesSkylines_18-02_720p_600k_hevc_nvenc,Moderately Clear,Severe Artifacts Present,Moderate level of immersion,7,19,12,6,16,16,4,19,15,F
amt_gaming_vqa_dataset/Hogwartslegacy_1,Highly Clear,No visible artifacts,High level of immersion,25,8,0,22,9,2,26,6,1,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_1080p_10000k_h264nvenc,Highly Clear,No visible artifacts,Moderate level of immersion,20,16,0,18,16,2,17,17,2,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_1080p_1500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,22,6,7,25,4,7,23,6,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_1080p_2000k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,10,19,7,11,19,6,11,21,4,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_1080p_2300k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,13,19,4,13,18,1,16,18,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,19,14,3,18,16,2,18,14,4,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_1080p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,8,28,3,8,25,2,10,24,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_1080p_5300k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,17,14,4,17,16,2,17,15,3,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_1080p_6000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,21,12,3,18,14,4,21,11,4,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_1080p_800k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,6,27,2,7,27,1,5,30,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_2160p_10000k_av1,Highly Clear,Minor Artifacts Present,Moderate level of immersion,19,15,1,16,17,2,16,17,2,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_2160p_10000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,20,6,7,19,8,6,22,6,5,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_2160p_1000k_av1,Moderately Clear,Severe Artifacts Present,Low level of immersion,2,18,16,3,16,17,1,17,18,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_2160p_1500k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,8,25,4,5,25,3,8,23,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_2160p_25000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,17,16,1,17,13,4,17,15,2,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_2160p_5000k_av1,Moderately Clear,No visible artifacts,Moderate level of immersion,16,19,1,19,15,2,15,19,2,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_2160p_5000k_h264nvenc,Minimally Clear,Minor Artifacts Present,Moderate level of immersion,2,14,19,3,16,16,1,17,17,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_2160p_6000k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,13,14,6,11,16,6,11,18,4,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_2160p_8500k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,27,2,9,27,0,6,27,3,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_480p_1000k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,6,12,18,7,11,18,6,11,19,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_480p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,11,23,2,9,25,3,9,24,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_480p_800k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,9,25,2,7,27,4,8,24,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_720p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,1,32,2,3,31,0,8,28,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_720p_1300k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,5,17,14,6,18,12,4,20,12,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_720p_1500k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,3,24,9,3,23,10,2,24,10,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_720p_2500k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,2,26,8,4,27,5,3,25,8,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_720p_3000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,14,20,2,11,24,1,11,21,4,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_720p_3500k_hevcnvenc,Highly Clear,Minor Artifacts Present,Moderate level of immersion,16,16,4,10,23,3,14,18,4,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_720p_5000k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,14,18,4,15,19,2,15,18,3,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_720p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,8,24,3,9,24,3,11,22,B
amt_gaming_vqa_dataset/Hogwartslegacy_1_720p_600k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,5,29,4,6,26,2,8,26,B
amt_gaming_vqa_dataset/Hogwartslegacy_2,Highly Clear,No visible artifacts,High level of immersion,29,8,3,30,8,2,27,11,2,A
amt_gaming_vqa_dataset/Hogwartslegacy_2_1080p_10000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,24,16,1,22,19,0,23,16,2,A
amt_gaming_vqa_dataset/Hogwartslegacy_2_1080p_1500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,23,11,6,24,11,8,21,12,A
amt_gaming_vqa_dataset/Hogwartslegacy_2_1080p_2000k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,24,8,11,24,6,12,23,6,A
amt_gaming_vqa_dataset/Hogwartslegacy_2_1080p_2300k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,10,30,5,6,30,1,12,28,A
amt_gaming_vqa_dataset/Hogwartslegacy_2_1080p_5000k_av1,Moderately Clear,No visible artifacts,High level of immersion,19,22,0,22,18,1,20,18,3,A
amt_gaming_vqa_dataset/Hogwartslegacy_2_1080p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,5,34,2,6,33,1,4,36,A
