video_name,total_ratings_count,valid_ratings_count,unset_count,final_rate1,final_rate2,final_rate3,final_rate4,final_rate5,final_rate6,final_rate7,final_rate8,final_rate9,final_rate10,final_rate11,final_rate12,final_rate13,final_rate14,final_rate15,final_rate16,final_rate17,final_rate18,final_rate19,final_rate20,final_rate21,final_rate22,final_rate23,final_rate24,final_rate25,final_rate26,final_rate27,final_rate28,final_rate29,final_rate30,final_rate31,final_rate32,final_rate33,final_rate34,final_rate35,final_rate36,final_rate37,final_rate38,final_rate39,final_rate40,final_rate41,final_rate42,final_rate43,final_rate44
amt_gaming_vqa_dataset/Returnal_1_2160p_6000k_hevcnvenc,41,39,2,92,82,54,51,70,50,95,52,80,64,68,59,83,98,71,77,60,67,21,94,52,14,74,unset,46,77,48,59,77,92,78,57,66,45,91,71,39,unset,40,68,82,,,
amt_gaming_vqa_dataset/Returnal_1_2160p_1500k_hevcnvenc,41,37,4,31,50,64,53,3,30,43,27,7,77,58,69,89,33,69,38,59,21,unset,6,16,17,78,unset,26,73,16,50,22,unset,9,34,57,0,88,27,57,unset,18,0,22,,,
amt_gaming_vqa_dataset/Returnal_1_2160p_10000k_hevcnvenc,41,38,3,88,78,55,57,85,51,98,58,84,64,86,69,82,92,100,18,63,75,77,100,57,47,70,unset,56,72,57,91,91,94,78,39,54,65,89,50,73,unset,80,unset,76,,,
amt_gaming_vqa_dataset/Returnal_1_1080p_800k_hevcnvenc,41,41,0,11,40,52,57,0,8,42,29,9,45,49,41,86,23,63,79,64,5,28,0,26,34,83,27,16,73,31,21,15,27,36,2,60,7,76,10,81,30,17,0,13,,,
amt_gaming_vqa_dataset/Returnal_1_1080p_6000k_hevcnvenc,41,41,0,78,96,56,59,77,71,91,52,48,57,61,59,88,79,100,93,55,78,50,87,52,13,87,72,85,69,64,89,90,100,90,43,64,45,84,82,77,78,63,68,77,,,
amt_gaming_vqa_dataset/Returnal_1_1080p_2000k_hevcnvenc,41,41,0,20,75,63,55,12,55,59,53,48,70,26,69,70,81,100,89,66,31,17,19,37,75,73,56,38,72,58,75,49,0,68,44,59,38,83,54,57,76,11,67,30,,,
amt_gaming_vqa_dataset/Returnal_1_720p_5000k_h264nvenc,41,40,1,31,65,69,56,65,55,95,51,69,57,60,78,91,77,86,75,62,56,39,57,43,77,87,92,unset,75,60,50,45,100,85,44,83,58,73,70,14,81,51,51,45,,,
amt_gaming_vqa_dataset/Returnal_1_720p_2500k_h264nvenc,41,41,0,22,39,53,65,50,28,59,51,39,77,69,78,91,43,100,64,68,20,8,63,26,75,78,28,43,73,32,61,48,6,70,15,56,8,88,36,82,72,10,5,67,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_1300k_av1,41,41,0,30,65,54,41,36,71,71,51,50,59,55,78,64,50,78,48,66,30,37,50,30,73,69,92,90,42,43,79,33,62,62,78,49,29,78,59,63,74,40,72,78,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_3000k_av1,41,41,0,53,71,54,60,40,90,47,50,50,68,37,88,81,51,95,68,64,74,91,60,27,75,59,95,92,47,59,90,30,59,45,36,55,48,89,75,85,83,68,97,90,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_500k_av1,41,41,0,9,31,56,57,0,29,64,49,13,72,72,31,86,25,66,62,74,19,4,0,6,71,69,42,46,36,30,50,23,34,6,40,42,25,88,50,59,37,9,63,17,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_10000k_h264nvenc,41,40,1,68,96,61,63,61,72,84,52,50,46,68,69,78,81,93,81,59,79,100,78,61,74,69,93,86,31,65,71,72,unset,78,66,50,71,88,83,80,79,86,95,89,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_600k_hevcnvenc,41,41,0,9,32,65,45,0,28,46,28,8,38,65,31,37,31,50,29,58,10,14,0,24,76,74,40,55,42,30,50,28,42,10,29,29,6,79,24,56,31,21,20,18,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_3500k_hevcnvenc,41,41,0,52,77,54,48,69,72,88,57,50,67,79,78,82,49,51,48,59,78,52,59,44,19,65,50,91,45,63,65,72,92,71,85,35,45,78,72,63,83,79,97,82,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_1500k_hevcnvenc,41,41,0,27,63,62,71,50,55,69,70,44,52,59,59,74,85,72,71,64,75,35,34,24,78,69,50,56,45,47,79,70,79,44,70,49,50,65,62,81,53,50,70,55,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_480p_800k_hevcnvenc,41,41,0,8,23,56,56,22,27,62,27,29,57,53,31,80,47,70,61,64,21,19,30,16,16,60,50,57,41,23,88,32,58,38,32,40,25,50,24,59,43,16,59,29,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_6000k_hevcnvenc,41,39,2,87,77,55,64,78,71,88,72,72,22,56,78,87,85,63,64,51,31,89,71,58,20,69,unset,90,33,61,71,50,50,80,73,74,53,87,78,68,unset,70,88,70,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_1500k_hevcnvenc,41,39,2,28,29,54,46,17,48,50,29,41,46,65,41,89,40,61,46,77,17,14,2,33,25,64,unset,55,32,32,60,15,0,27,30,27,2,87,27,65,unset,11,21,67,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_10000k_hevcnvenc,41,38,3,86,91,71,56,93,77,97,75,71,64,52,78,83,75,95,unset,60,70,92,89,52,24,73,unset,90,36,66,72,65,63,76,60,38,56,79,87,64,unset,83,93,87,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_800k_hevcnvenc,41,41,0,28,19,51,55,0,26,45,27,25,68,53,36,83,19,79,36,77,28,8,0,10,25,69,25,56,45,32,13,14,51,17,24,17,0,87,19,64,31,12,17,27,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_6000k_hevcnvenc,41,40,1,71,96,50,43,89,70,96,60,66,74,55,69,81,70,89,71,64,75,58,76,41,32,69,unset,92,46,67,71,87,84,75,73,59,56,79,83,61,74,73,70,91,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_2000k_hevcnvenc,41,40,1,65,74,70,56,22,72,79,41,41,59,63,83,81,79,69,65,61,26,57,31,24,21,69,54,89,43,45,41,83,93,54,82,64,64,88,72,75,76,50,unset,71,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_5000k_h264nvenc,41,41,0,48,96,59,43,50,73,78,50,50,60,57,88,80,82,90,52,62,77,92,54,51,79,74,93,90,44,59,59,43,54,78,36,62,51,82,69,76,80,41,91,73,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_2500k_h264nvenc,41,41,0,39,60,51,68,50,52,70,42,49,40,63,69,63,51,63,69,62,74,60,37,42,80,69,92,69,45,59,60,62,92,58,69,77,36,78,52,65,84,39,53,55,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_720p_1000k_h264nvenc,41,40,1,unset,30,54,60,9,26,29,8,4,61,62,31,65,35,55,31,64,21,5,0,0,71,73,31,24,41,20,29,45,25,10,13,17,11,69,21,79,23,10,0,22,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_480p_1000k_h264nvenc,41,41,0,17,39,65,57,10,22,47,27,37,37,58,31,62,14,60,41,63,32,20,2,22,80,74,32,34,30,25,59,7,85,19,25,36,27,87,24,53,38,12,12,18,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_8500k_h264nvenc,41,40,1,69,94,64,56,67,70,68,59,60,67,63,69,58,81,78,59,55,unset,41,50,39,63,78,83,52,34,41,13,45,50,72,15,69,45,78,39,38,59,28,96,71,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_5000k_h264nvenc,41,41,0,3,42,65,43,22,28,59,29,0,53,65,31,86,12,53,50,66,8,34,1,5,76,60,6,29,40,25,19,14,0,26,0,29,38,83,26,45,35,10,0,27,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_2160p_25000k_h264nvenc,41,40,1,92,69,59,55,69,72,90,69,75,65,61,78,75,95,90,68,63,85,unset,73,74,76,65,93,64,46,66,2,83,100,66,77,55,64,92,84,64,78,71,95,79,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_5300k_h264nvenc,41,40,1,66,78,59,57,81,73,90,72,54,56,55,73,81,59,85,50,59,unset,91,66,42,77,74,64,91,32,69,69,79,84,74,60,40,44,71,67,63,83,69,68,81,,,
amt_gaming_vqa_dataset/HarryPotterQuidditchChampions_1080p_2300k_h264nvenc,41,40,1,26,50,56,44,29,50,47,25,24,62,54,41,73,13,59,69,62,unset,28,10,18,87,78,50,60,30,16,41,35,28,40,33,59,39,79,15,34,45,11,35,53,,,
amt_gaming_vqa_dataset/Returnal_1_720p_1000k_h264nvenc,41,41,0,8,37,66,58,0,27,38,21,8,79,66,73,87,12,59,28,65,22,13,0,10,82,69,18,16,73,21,6,15,0,0,15,15,2,81,10,64,34,12,0,13,,,
amt_gaming_vqa_dataset/Returnal_1_480p_1000k_h264nvenc,41,41,0,9,41,60,63,14,27,55,51,29,67,53,32,83,8,89,72,69,35,25,5,17,78,73,13,36,71,25,50,20,30,32,23,24,8,79,18,67,38,25,0,11,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_1080p_1500k_av1,41,41,0,63,60,67,43,37,29,82,29,45,55,52,78,74,34,94,64,65,26,33,24,28,78,78,64,67,43,21,28,30,51,27,40,60,40,96,44,79,72,30,60,29,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_2160p_10000k_hevcnvenc,41,39,2,91,100,53,59,70,72,90,71,49,80,55,88,93,92,96,20,59,78,100,96,63,79,87,unset,72,46,59,13,56,90,83,89,85,80,89,82,63,unset,88,94,85,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_1080p_6000k_hevcnvenc,41,40,1,50,87,65,59,97,59,96,70,39,57,62,87,90,100,100,43,62,54,93,96,53,19,88,92,85,44,75,90,63,59,78,66,79,71,97,79,42,83,85,unset,72,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_1080p_2000k_hevcnvenc,41,41,0,53,60,57,56,78,59,48,69,37,45,58,69,83,54,92,79,60,71,16,63,29,78,72,94,44,43,39,39,55,79,69,56,37,46,89,39,72,69,28,84,28,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_720p_5000k_h264nvenc,41,40,1,40,60,55,63,73,72,83,55,62,62,55,78,92,70,98,81,64,84,65,79,36,73,78,92,77,46,63,50,63,95,71,unset,89,41,88,55,61,74,50,71,46,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_720p_2500k_h264nvenc,41,41,0,24,41,64,44,32,48,84,51,16,53,52,59,64,69,70,82,69,37,18,53,33,79,73,72,24,46,60,70,46,49,51,32,63,44,88,37,34,74,29,67,29,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_720p_1000k_h264nvenc,41,40,1,5,22,56,55,0,24,28,0,2,73,54,41,24,9,68,13,58,13,6,2,14,75,73,32,36,40,13,23,3,0,19,0,26,1,30,15,67,34,12,unset,12,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_480p_1000k_h264nvenc,41,41,0,4,42,67,51,0,19,46,0,22,72,55,31,62,8,56,87,66,37,20,3,13,76,78,22,26,42,12,8,31,26,22,28,30,6,88,24,62,35,11,17,12,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_2160p_8500k_h264nvenc,41,39,2,69,59,54,59,40,55,94,57,44,56,60,59,84,53,89,50,66,unset,34,73,41,75,84,72,55,49,26,50,87,61,60,31,52,50,70,30,79,unset,50,48,69,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_2160p_5000k_h264nvenc,41,39,2,21,41,54,57,10,30,42,25,6,63,62,31,81,11,53,28,56,23,0,9,13,87,75,12,19,40,12,27,17,unset,50,unset,36,31,78,17,66,47,11,34,24,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_2160p_25000k_h264nvenc,41,41,0,96,78,77,56,82,56,95,89,58,77,49,87,86,71,89,51,60,73,90,91,62,79,78,87,57,42,53,8,68,62,74,87,60,36,88,81,71,79,77,87,78,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_1080p_5300k_h264nvenc,41,41,0,83,73,58,54,69,51,77,52,9,65,57,78,76,58,79,49,62,36,47,95,52,81,83,97,25,46,64,77,50,49,69,42,82,43,89,64,31,87,22,49,53,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_1080p_2300k_h264nvenc,41,41,0,51,50,59,63,12,30,55,8,28,55,66,41,62,8,83,31,60,17,14,12,14,82,83,31,29,41,18,3,49,28,38,0,29,24,82,14,62,41,12,67,23,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_1080p_10000k_h264nvenc,41,41,0,73,77,64,57,100,74,94,71,57,57,59,88,83,94,89,50,69,72,100,100,46,83,83,88,33,36,70,77,88,54,82,70,88,60,94,69,41,77,78,88,71,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_720p_500k_av1,41,40,1,29,18,43,54,0,29,33,0,2,66,68,40,64,10,40,65,45,30,7,2,11,74,83,59,45,43,21,27,10,0,1,27,20,0,87,24,79,33,22,unset,13,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_720p_3000k_av1,41,41,0,29,60,63,58,69,68,88,28,55,59,58,78,82,85,93,71,68,64,58,75,38,85,78,95,54,47,43,90,73,68,64,62,69,56,88,59,78,76,50,67,67,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_720p_1300k_av1,41,41,0,17,50,52,58,25,20,72,50,32,77,55,50,80,38,78,71,63,35,25,29,21,71,88,70,66,47,29,73,14,62,41,31,77,35,95,25,63,50,13,94,29,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_480p_1000k_av1,41,41,0,8,32,50,64,22,28,53,10,30,62,65,31,89,34,77,85,66,19,21,7,26,80,88,49,11,48,21,50,31,17,22,12,44,45,87,23,59,14,10,6,11,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_2160p_5000k_av1,41,41,0,85,91,76,69,83,47,93,72,17,61,60,88,81,70,32,70,48,64,100,63,61,80,60,93,90,51,59,13,70,55,88,100,78,71,96,68,65,83,77,66,79,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_2160p_1000k_av1,41,41,0,16,54,52,64,40,49,78,28,51,55,59,78,85,50,56,61,65,22,38,57,27,80,64,58,51,44,27,6,63,86,34,28,58,45,98,57,57,55,22,93,49,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_2160p_10000k_av1,41,41,0,96,97,59,63,59,71,79,72,53,57,61,92,55,81,55,50,64,74,90,100,63,83,59,94,88,52,41,13,77,62,100,91,72,70,80,58,80,78,91,68,96,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_1080p_800k_hevcnvenc,41,40,1,unset,41,51,60,0,7,23,0,29,54,63,31,41,16,76,30,60,45,10,0,18,18,74,18,54,42,17,14,37,0,24,13,14,7,90,10,69,34,9,0,13,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_2160p_1500k_hevcnvenc,41,39,2,14,65,57,55,36,50,70,52,40,80,67,60,82,50,53,72,62,55,3,50,41,19,73,unset,40,44,21,71,40,76,76,12,64,36,87,34,65,unset,28,46,36,,,
amt_gaming_vqa_dataset/Returnal_1_2160p_1000k_av1,41,41,0,17,70,51,60,6,25,74,28,45,51,72,36,91,51,47,66,69,24,24,22,39,85,64,71,33,72,33,3,86,25,60,43,28,45,88,28,64,28,40,27,34,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_2160p_6000k_hevcnvenc,41,39,2,90,88,66,54,86,68,97,79,78,62,61,83,91,70,100,51,63,82,88,100,70,36,73,unset,67,37,48,41,73,90,94,57,60,74,96,81,75,unset,70,67,72,,,
amt_gaming_vqa_dataset/Returnal_1_2160p_25000k_h264nvenc,41,40,1,92,78,93,58,82,72,70,51,77,67,57,82,89,70,100,89,64,26,34,78,60,76,74,87,55,77,58,9,68,48,75,52,47,63,82,75,82,unset,59,55,72,,,
amt_gaming_vqa_dataset/Returnal_1_1080p_5300k_h264nvenc,41,41,0,50,49,54,64,59,30,91,53,59,61,47,69,84,62,89,59,67,45,5,87,52,81,69,69,61,71,34,70,62,89,91,55,64,55,91,32,88,81,29,52,56,,,
amt_gaming_vqa_dataset/Returnal_1_1080p_2300k_h264nvenc,41,40,1,18,30,41,44,7,27,44,25,30,65,54,31,85,23,46,29,69,9,0,28,18,83,74,23,40,70,23,30,55,0,10,7,59,0,79,24,80,36,10,unset,15,,,
amt_gaming_vqa_dataset/Returnal_1_1080p_10000k_h264nvenc,41,41,0,31,77,52,57,65,73,82,51,70,51,60,69,87,100,99,78,63,71,21,81,56,80,73,50,44,72,72,60,87,49,82,62,70,79,88,76,40,88,87,53,78,,,
amt_gaming_vqa_dataset/Returnal_1_720p_500k_av1,41,40,1,unset,48,67,65,12,5,68,9,11,27,60,59,84,24,73,78,58,20,21,21,12,79,83,51,71,71,18,66,45,30,27,24,58,15,78,25,63,43,12,5,13,,,
amt_gaming_vqa_dataset/Returnal_1_720p_3000k_av1,41,41,0,82,77,60,64,69,72,68,49,69,63,55,78,89,96,89,51,62,60,52,96,30,79,82,91,56,79,56,91,82,54,88,75,78,60,88,39,63,75,50,96,74,,,
amt_gaming_vqa_dataset/Returnal_1_720p_1300k_av1,41,40,1,unset,60,51,42,50,51,68,50,59,72,64,82,89,72,92,47,57,64,43,34,39,84,74,75,44,72,55,78,78,73,46,69,78,35,82,71,57,75,64,49,30,,,
amt_gaming_vqa_dataset/Returnal_1_480p_1000k_av1,41,41,0,8,39,61,57,28,48,62,30,40,35,67,22,91,35,76,54,56,18,9,37,16,75,83,51,59,71,30,45,21,47,35,44,36,36,69,43,45,35,55,28,28,,,
amt_gaming_vqa_dataset/Returnal_1_2160p_5000k_av1,41,41,0,71,97,65,63,95,72,80,51,81,63,63,78,85,92,56,56,59,78,41,49,55,76,60,71,74,72,27,3,91,69,89,71,69,45,31,71,60,87,64,85,69,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2,41,41,0,96,88,56,58,100,72,98,72,71,43,52,87,34,95,89,89,75,65,96,100,86,74,73,91,25,49,64,5,87,66,93,81,32,87,83,94,73,81,87,73,92,,,
amt_gaming_vqa_dataset/Returnal_1_2160p_10000k_av1,41,41,0,86,74,68,52,60,54,96,50,72,63,56,59,93,94,45,66,66,72,68,82,54,76,60,92,43,72,37,4,86,71,93,52,65,74,79,78,76,75,87,71,78,,,
amt_gaming_vqa_dataset/Returnal_1_1080p_500k_av1,41,41,0,5,31,56,62,0,16,30,0,27,73,61,31,88,20,80,60,63,20,13,0,20,80,69,32,36,73,35,50,20,0,5,17,40,16,84,16,43,44,25,4,30,,,
amt_gaming_vqa_dataset/Returnal_1_1080p_5000k_av1,41,41,0,73,92,54,55,41,72,96,50,53,70,56,68,91,92,100,70,64,74,78,74,45,79,78,88,91,76,66,70,73,63,89,72,50,56,89,77,76,88,78,92,70,,,
amt_gaming_vqa_dataset/Returnal_1_1080p_1500k_av1,41,41,0,39,70,60,55,31,55,66,51,48,62,54,59,90,91,82,74,66,56,17,65,52,79,70,89,54,73,25,71,58,81,77,53,59,31,89,55,66,79,12,30,57,,,
amt_gaming_vqa_dataset/Returnal_1,41,40,1,87,87,50,59,100,68,84,51,97,64,61,83,82,90,75,71,68,83,87,59,60,69,88,91,64,71,55,9,42,unset,98,39,64,94,71,78,68,74,61,74,86,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_720p_600k_hevcnvenc,41,41,0,4,22,59,56,3,21,19,0,9,55,54,27,23,8,65,59,57,6,0,0,16,18,75,17,24,41,19,31,1,0,11,34,16,8,89,24,80,28,13,29,13,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_720p_3500k_hevcnvenc,41,40,1,64,60,59,55,63,70,75,71,47,69,32,87,84,76,96,81,63,85,50,73,54,17,83,72,53,39,27,79,45,67,75,72,25,69,92,67,85,75,59,unset,57,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_720p_1500k_hevcnvenc,41,41,0,9,43,63,54,9,52,77,51,15,66,63,69,82,46,96,31,73,23,63,22,28,22,74,74,38,48,20,78,35,49,63,39,46,37,79,34,73,45,9,69,35,,,
amt_gaming_vqa_dataset/Monsterhunterworldiceborne_2_480p_800k_hevcnvenc,41,41,0,7,32,56,60,0,8,42,27,7,63,54,26,64,7,71,47,60,25,21,2,29,74,83,31,19,35,22,29,4,51,19,22,30,26,90,24,61,28,13,27,17,,,
amt_gaming_vqa_dataset/JakandDaxter_1080p_1500k_av1,37,37,0,51,66,66,59,65,83,71,93,72,51,64,64,42,80,83,78,60,77,36,65,86,78,40,62,69,71,92,85,73,72,66,88,73,97,87,55,95,,,,,,,
amt_gaming_vqa_dataset/JakandDaxter,37,36,1,52,88,82,98,49,80,82,71,71,53,40,78,69,72,76,93,68,75,73,72,87,73,72,68,92,79,80,90,unset,82,63,81,56,78,92,77,94,,,,,,,
amt_gaming_vqa_dataset/JakandDaxter_1080p_5000k_av1,37,37,0,60,100,77,100,98,83,97,100,71,60,92,79,42,72,75,80,81,77,65,79,87,87,58,55,78,87,96,88,73,77,78,83,45,92,69,87,91,,,,,,,
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_720p_3500k_hevcnvenc,37,36,1,88,76,72,96,100,55,56,71,59,52,100,58,76,55,28,unset,62,22,69,74,86,50,59,58,88,57,83,65,75,67,79,53,34,81,50,14,94,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_480p_1000k_av1,37,37,0,72,0,28,82,31,64,36,50,51,58,40,27,35,77,70,18,15,77,77,30,57,77,10,68,40,53,86,38,85,42,44,39,58,59,96,53,87,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_2160p_5000k_av1,37,37,0,50,44,31,75,20,72,52,100,71,53,38,63,89,96,74,84,66,80,62,63,86,91,30,69,81,70,96,18,93,73,65,63,64,46,69,62,100,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_2160p_1000k_av1,37,37,0,30,16,25,67,28,53,21,47,59,52,37,41,25,50,26,46,29,86,73,38,68,82,24,70,40,70,80,0,100,37,40,17,66,49,60,50,60,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_2160p_10000k_av1,37,37,0,28,59,100,94,32,67,73,88,74,59,83,82,67,78,55,92,72,66,66,95,87,91,78,71,59,71,100,100,100,73,91,88,62,76,87,66,98,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_1080p_500k_av1,37,37,0,9,1,20,82,42,46,11,11,29,52,45,15,36,50,12,80,14,86,81,12,48,82,19,33,30,50,61,5,94,30,66,24,48,45,88,62,57,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_1080p_5000k_av1,37,36,1,51,55,71,100,74,75,68,70,70,50,42,63,80,82,56,73,58,89,47,87,87,77,58,71,74,69,100,90,100,74,68,81,63,83,88,88,unset,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_1080p_1500k_av1,37,37,0,8,32,40,90,64,64,30,74,70,57,77,45,39,49,62,72,29,74,45,41,83,74,22,64,38,71,68,9,69,50,54,67,76,55,88,50,68,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_1,37,33,4,96,64,100,92,99,93,58,100,71,56,67,72,71,80,unset,unset,62,24,56,86,88,77,86,73,81,69,100,unset,100,83,96,81,77,66,87,70,unset,,,,,,,
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_720p_600k_hevcnvenc,37,37,0,32,0,34,33,40,0,29,16,29,54,50,28,25,50,33,13,0,24,74,14,32,22,24,27,26,42,27,55,23,23,11,19,75,38,32,13,28,,,,,,,
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_720p_1500k_hevcnvenc,37,37,0,50,36,52,56,61,0,42,56,29,28,86,47,12,49,85,51,17,20,44,47,85,92,50,25,45,50,93,34,90,60,71,63,62,63,59,25,34,,,,,,,
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_2160p_8500k_h264nvenc,37,35,2,70,53,59,24,88,64,60,50,49,51,unset,57,84,69,76,unset,34,82,79,40,69,75,60,45,69,55,60,36,60,64,70,70,76,46,41,78,50,,,,,,,
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_480p_800k_hevcnvenc,37,37,0,30,0,31,36,17,0,5,39,29,51,81,40,13,46,29,8,10,18,70,9,43,84,41,31,38,50,38,3,0,30,17,43,27,17,88,70,50,,,,,,,
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_2160p_6000k_hevcnvenc,37,33,4,75,unset,82,100,76,4,80,52,71,60,unset,35,77,59,77,unset,74,83,71,73,87,10,52,37,87,62,79,64,unset,78,66,75,64,91,59,75,68,,,,,,,
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_2160p_1500k_hevcnvenc,37,33,4,30,unset,34,16,35,0,47,50,unset,74,unset,32,19,50,44,unset,37,18,63,31,68,77,3,35,50,50,27,23,43,32,0,44,67,23,74,93,16,,,,,,,
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_2160p_10000k_hevcnvenc,37,34,3,93,unset,55,81,72,0,83,71,71,48,unset,46,93,95,18,unset,75,10,70,90,87,31,66,58,67,71,100,67,100,72,79,82,81,91,50,15,69,,,,,,,
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_1080p_800k_hevcnvenc,37,37,0,29,12,31,29,37,3,28,0,28,58,40,30,26,54,27,19,4,19,72,26,49,22,12,35,51,50,24,49,6,25,7,19,76,46,41,80,43,,,,,,,
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_1080p_6000k_hevcnvenc,37,37,0,76,61,59,73,97,0,55,81,72,59,64,70,76,71,34,58,60,14,43,72,87,14,24,36,77,50,96,92,72,71,66,72,70,92,69,13,70,,,,,,,
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_1080p_2000k_hevcnvenc,37,37,0,51,51,56,74,77,0,62,51,50,53,80,58,79,84,68,21,54,69,57,46,87,66,37,26,54,55,64,75,61,53,60,75,59,83,49,85,51,,,,,,,
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_720p_5000k_h264nvenc,37,36,1,90,67,56,78,62,69,57,52,50,63,84,69,65,71,unset,45,38,27,71,80,86,8,90,52,83,50,69,63,80,71,87,84,79,100,55,68,65,,,,,,,
amt_gaming_vqa_dataset/Deathstrandingdirectorscut_720p_2500k_h264nvenc,37,36,1,74,63,21,66,54,61,66,50,50,47,88,58,45,47,72,36,47,61,60,41,85,70,17,22,79,50,62,34,unset,56,50,62,85,31,50,75,70,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_1300k_av1,37,37,0,51,0,50,53,91,73,21,62,29,57,31,23,35,59,34,69,27,70,58,47,67,77,54,75,13,51,97,41,68,43,45,64,78,49,88,82,66,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_3000k_av1,37,36,1,93,56,56,100,70,74,67,100,72,59,32,55,14,87,35,91,38,78,72,30,86,62,37,58,46,71,100,21,unset,77,94,74,71,68,90,62,60,,,,,,,
amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_500k_av1,37,37,0,9,0,8,47,18,68,7,51,28,62,42,25,27,50,43,28,18,79,70,30,31,74,25,46,31,50,100,3,64,32,28,10,51,22,91,75,84,,,,,,,
